Session Code,Product,Topic,Disclaimer,Session Data Update,Title,Abstract,Track,Type,Delivery,Times Offered
1982,"Advanced Management,Tableau Cloud,Tableau Next","Analytics,Connectivity","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Tableau Semantics with Tableau Published Data Sources,"Discover how Tableau Semantics integrates with Tableau published data sources to unify data, improve consistency, enhance governance, and create a powerful analytics experience for smarter decisions.",Data Cloud,Theater,"In-Person,VOD",1
2010,Tableau Next,"DataFam,Thought Leadership","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,True to the Core,Join Tableau leadership for a one-of-a-kind question and answer forum about our product roadmap.,True to the Core,Breakout,In-Person,1
1739,Success Plans,DataFam,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Leading a Center of Excellence: Blueprint for Success,"Learn how to effectively lead your Center of Excellence to boost data adoption, foster a thriving community, and empower success through Tableau-driven learning and professional growth.",Community,Theater,In-Person,1
1957,"Tableau Next,Tableau Semantics","Analytics,Artificial Intelligence","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,"Agentic Analytics Skills: Data Pro, Concierge, Inspector","This year, Tableau Next will include three analytics skills: Data Pro, Concierge, and Inspector. Come learn about these capabilities and what they mean for agentic analytics!",Tableau,Breakout,"Broadcast,In-Person,VOD",2
1904,Tableau Server,Analytics,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Unlock the Secrets of Advanced Tableau Server Magic,Unveil the mystique of advanced Tableau Server architecture. Uncover secrets of the Resource Management Tool and master best practices for architecture and sizing to conjure optimal performance.,Administrator,Hands-on Training,In-Person,3
1989,Agentforce,Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Deliver Insights for Everyone with Tableau Next,"Join us to explore how you can scale with Tableau Next Concierge and Inspector, leveraging AI and Agentforce to empower everyone with trusted, intelligent, on demand, and contextual business insights.",Agentforce,Theater,In-Person,2
1418,Tableau Server,"Analytics,Data Culture","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Learning as a 100 + Year-Old Business,A leader in the financial services industry since 1905 and in recent years investing in Tableau and Salesforce to modernize analytics and insights. Learn from us our strategy and lessons learned.,Ind:Financial Services,Theater,In-Person,1
1947,"Tableau Cloud,Tableau Pulse,Tableau Server",Salesforce on Tableau,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Navigating the Data Wave with Tableau and Salesforce,"Learn the steps to embed Tableau dashboards within Salesforce using a LWC and run a Salesforce Flow from a dashboard, enabling seamless access to data insights.",Administrator,Hands-on Training,In-Person,3
1230,"Tableau Desktop,Tableau Public","DataFam,Visualization","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Community Challenge: Workout Wednesday Live,"Flex your Tableau muscles in this hands-on interactive session as you solve a #WOW2025 challenge in Tableau with the DataFam. Get ready to workout and grow your Tableau skills.
",Community,Roundtable,In-Person,1
1998,"Tableau Desktop,Tableau Prep,Tableau Pulse",Data Culture,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,How to Design an Effective Education Plan to Boost Adoption,"In this roundtable, learn how to leverage Tableau resources (free and paid) to build a structured yet flexible education program that boosts adoption, improves data literacy, and empowers users.",Ind:Education,Roundtable,In-Person,1
1945,"Developer Tools & APIs,Tableau Agent,Tableau Cloud",Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Next-Gen BI: Hands-on with Tableau VDS API and Agentforce,Get hands-on with Tableau’s VDS API and Agentforce to power your AI analytics journey and see the art of the possible in action through practical applications of data and AI.,Agentforce,Hands-on Training,In-Person,3
1304,Tableau Public,DataFam,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Empower Data Adoption: Transforming Analytics with Community,Discover how engaging in community can boost your professional development and drive analytics in your organization. We’ll share use cases and strategies to help you and your business thrive.,Tableau,Breakout,In-Person,1
1322,Tableau Cloud,Integration,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Automate Cloud Refreshes with Airflow and Connected Apps,"Migrating to Tableau Cloud introduced significant challenges in automating the refresh of our enterprise data sources. In this session, we share how we used connected apps to solve those challenges.",Ind:Automotive,Theater,"In-Person,VOD",1
1144,Success Plans,"DataFam,Democratization","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Power to the People: Enablement Tips from the Experts,"Join us as we share key lessons from our enablement series with top experts. Gain strategies to build a data-driven culture, maximize impact, and elevate your efforts with fresh, actionable insights.",Thought Leadership,Breakout,In-Person,1
2270,,,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Data Careers Meetup,Are you an aspiring data professional? Want to break into the world of data? Looking to advance your career? Join the Data Careers Meetup to network and learn from experts in their field.,Community,Activity,In-Person,1
1341,"Developer Tools & APIs,Tableau Desktop,Tableau Exchange","DataFam,Visualization","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Viz Extension Shark Tank,Exchange developers compete to present the next top viz extension idea. Come learn and support developers that will showcase adding new capabilities to Tableau through extensions.,Developer,Roundtable,In-Person,1
1240,"Tableau Desktop,Tableau Public","DataFam,Visualization","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Data That Saves Lives: Using Analytics for Shelter Animals,"Learn how Shelter Animals Count, established in 2012, built a trusted data source to drive informed decisions, boost community engagement, attract funding, and improve outcomes in animal welfare.",Customer Marketing,Theater,In-Person,1
1572,"Embedded Analytics,Tableau Desktop,Tableau Server","Customer Relationships,Visualization","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Driving Corporate Travel Success: Proactive Data Strategies,"In today’s fast-paced world, being reactive won’t cut it. At Southwest, we use Tableau to turn data into opportunities and provide proactive support, helping travel managers solve problems early.",Tableau,Breakout,In-Person,1
1145,Tableau Desktop,Analytics,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Driving Content Performance with LLM Text Classification,"Learn how to use Tableau, AI, and LLMs to classify digital content, analyze their performance, and optimize campaign strategies for better engagement and measurable results.",Tableau,Breakout,In-Person,1
1157,Developer Tools & APIs,"DataFam,Visualization","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Breaking Boundaries: Exploring Community and Headless BI,"Whether you’re an experienced data developer or new to the Tableau Platform, see how you can tap into the DataDev community to transform decision-making through custom API-driven solutions.",Developer,Breakout,In-Person,1
1686,Tableau Cloud,"Artificial Intelligence,Migration","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Great Scott! Generating Gigawatts of Insights with Tableau+,"Through the science of time travel, see how Edward Jones jumped from a single server on-prem to Tableau+ in the cloud, and learn how you can build a time machine to travel to your future state.",Tableau,Breakout,"In-Person,VOD",1
1763,"Tableau Desktop,Tableau Prep","Analytics,Salesforce on Tableau","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Untangle the Ball of Knots: A Tableau Prep Story,Discover how Tableau Prep unravels sales pipeline chaos into actionable insights. Learn our approach to solving complex questions and creating dashboards that bring clarity to ever-changing data.,Tableau,Breakout,In-Person,1
2007,Data Cloud,Data Governance,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Master Consistent Data Governance at Scale Across Data Cloud,"Get started with AI tagging and classification to organize data, coupled with policy-based access governance to ensure policies are applied dynamically across all surface areas of Data Cloud.",Data Cloud,Theater,"In-Person,VOD",2
2033,Tableau Next,"Data Strategy,Thought Leadership","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Master 6 Principle Processes to Build a Data and AI Strategy,The AI era isn’t just about being data-driven; it’s about how fast you get there. Join us to understand how proven processes with Tableau Blueprint can optimize your business and drive transformation.,Thought Leadership,Theater,"Broadcast,In-Person,VOD",1
1411,"Tableau Desktop,Tableau Public","DataFam,Visualization","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Steal Like an Artist with Inspiration from Tableau Public,"Learn how to use Tableau Public as a hub of creativity and inspiration, reverse-engineer vizzes, and easily integrate elements from your favorite vizzes into your dashboards to elevate your analytics.",Tableau,Theater,In-Person,1
1062,Tableau Cloud,Integration,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Automate Insights: Trigger Salesforce Flows from Tableau,"Discover how to leverage Tableau to trigger flow executions in Salesforce. Learn how to set up and configure the integration, ensuring seamless automation and enhanced productivity for your team.",Sales,Theater,In-Person,2
1799,"Advanced Management,Developer Tools & APIs,Tableau Cloud","Data Governance,Migration","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,"So You’ve Migrated to Cloud, Now What? Tips for Site Admins","Migrating to Tableau Cloud is just the start. This session covers strategies for post-migration challenges, including governance, content management, and automating tasks like reassigning ownership.",Ind:Public Sector,Breakout,In-Person,1
1507,"Tableau Desktop,Tableau Public","DataFam,Visualization","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Community Challenge: Back 2 Viz Basics Live,"Discover how to join, participate, and level up your Tableau skills with #B2VB challenges. Spark creativity, strengthen your data viz foundation, and connect with the DataFam along the way.",Community,Roundtable,In-Person,1
1246,Tableau Next,Democratization,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Driving Tableau Adoption: Real-World Strategies that work,"Driving Tableau adoption with proven strategies: Build a data culture, overcome resistance, and create lasting habits. Discover tips, success stories, and Groww, our platform for interactive learning.",Partners,Breakout,In-Person,1
1346,Tableau Cloud,"Analytics,Data Strategy","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Bridging the Gap: Enhancing Patient Access with Analytics,"Discover how data analytics can identify and address gaps in patient admissions, improving patient engagement and operational efficiency.",Ind:Health and Life Sciences,Breakout,In-Person,1
1873,"Developer Tools & APIs,Tableau Cloud,Tableau Server","Analytics,Artificial Intelligence","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Supercharge Analytics with AWS AI/ML Insights,Leverage Tableau native integrations with Salesforce and AWS AI/ML to accelerate AI-driven insights and business outcomes.,Sponsors,Breakout,In-Person,1
1986,Agentforce,Artificial Intelligence,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,"Tableau and Agentforce: Getting Started, Overview, Roadmap","Join us to explore how Tableau and Agentforce is revolutionizing analytics with agentic AI. Discover how agentic analytics empowers your workforce, what’s next on the roadmap, and how to get started. ",Agentforce,Breakout,"Broadcast,In-Person,VOD",1
2022,Tableau Next,Thought Leadership,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,"Advance Sales Effectiveness with Contextual, Actionable Data","Uncover how Tableau Next integrates seamlessly into daily workflows, empowering leaders and sellers. Dive into analytics for sharper forecasting and dynamic AE coaching to supercharge sales processes.",Tableau,Breakout,"Broadcast,In-Person,VOD",1
2018,"Embedded Analytics,Tableau Cloud,Tableau Server","Democratization,Thought Leadership","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Building Trust: Transparency in Public Sector Reporting,"This roundtable explores how government agencies can enhance transparency, ensure data accuracy, and build public trust through clear, accountable, and accessible public-facing reporting.",Ind:Public Sector,Roundtable,In-Person,1
1814,"Embedded Analytics,Tableau Cloud,Tableau Server",Migration,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Making the Leap: Lessons and Benefits of Migrating to Cloud,"Migrating from server to cloud can appear challenging for the pubic sector. This panel discussion includes customers at various stages of their migration, sharing lessons, accomplishments and advice.",Ind:Public Sector,Breakout,"In-Person,VOD",1
1324,Tableau Cloud,Democratization,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,How to Super-Boost Your Tableau Adoption and Unlock Value,"Discover the framework that Lloyds Banking Group used to increase its Tableau adoption tenfold within a year, and learn how you can implement this strategy in your own business.",Ind:Financial Services,Breakout,In-Person,1
1578,Tableau Cloud,Data Strategy,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Accessing Your On-Premises and VPC Data with Tableau Cloud,"Discover how to securely access data with Tableau Bridge, Data Connect, and Private Connect for Tableau Cloud.
",Tableau,Breakout,In-Person,2
1967,Tableau Next,Analytics,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Master the Transformation to Tableau Next,"Learn how Tableau Next is transforming analytics, key differences, and the transition process. Get tips and understand how to integrate your existing and future data in the best deployment for you.",Tableau,Breakout,"Broadcast,In-Person,VOD",1
1966,Tableau Next,"Data Governance,Security","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Tableau Next Governance,Tableau Next combines self-service data and analytics with a secure and trusted set of assets. Learn about the vision and core concepts in governance that make self-service and trust possible.,Tableau,Theater,In-Person,1
1875,"Tableau Cloud,Tableau Desktop,Tableau Server","Analytics,Data Strategy","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Databricks: The Secret Sauce for Tableau Analysts,"Supercharge Tableau with Databricks—the secret ingredient for faster queries, seamless big data integration, and AI-powered insights. Take your analytics to the next level with this game-changing duo.",Sponsors,Breakout,In-Person,1
1940,Developer Tools & APIs,Connectivity,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Building a TACO and Custom Connections,"Get hands-on with the Tableau Connector SDK and learn how to build, test, and deploy your custom connector. Join this session to get started, regardless of your technical background.",Developer,Hands-on Training,In-Person,3
1419,"Tableau Desktop,Tableau Server","Equality,Visualization","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Data-Driven Equity: Aligning Aspirations to Access,"Explore survey data through Tableau to uncover equity gaps and drive solutions. Analyze responses, compare aspirations and outcomes, and develop strategies for effective change across sectors.



",Office of Equality,Breakout,In-Person,1
1138,Tableau Desktop,Visualization,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,From Idea to Insight: The H-E-B Retail Media Experience,"Have a great dashboard idea but unsure how to bring it to life? From concept to execution, learn the framework H-E-B Retail Media uses to design effective dashboards and impress your stakeholders.",Ind:Retail,Theater,In-Person,1
1834,"Developer Tools & APIs,Embedded Analytics,Tableau Cloud","Integration,Migration","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Navigate Complex Tableau Cloud Migrations Like a Pro,"From authentication modernization to embedded analytics and custom reporting, we’ll share real implementation strategies from a global migration that touched nearly every part of the analytics stack.",Ind:Technology,Breakout,In-Person,1
2012,"Tableau Desktop,Tableau Public","DataFam,Visualization","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Community Challenge: Makeover Monday,"Makeover Monday offers inspiration and perspective for those who communicate data. In this live hands-on session, participants will makeover a visualization and have the option to present their work.",Community,Roundtable,In-Person,1
1287,"Tableau Cloud,Tableau Desktop","Analytics,Data Culture","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Transforming Medical Data into Lifesaving Insights,"Discover how Tableau transformed medical data analysis, improving implantation efficiency, boosting patient survival, and uncovering actionable insights to optimize mission-critical processes.",Tableau,Theater,In-Person,1
1710,Tableau Semantics,"Data Governance,DataFam","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Semantic Layers: The Universal Data Translator,"Discover how semantic layers unify data teams with the business, enhance AI accuracy, reduce costs, and ensure consistent analytics, creating a single source of truth across your organization.",Tableau,Theater,In-Person,1
2002,Salesforce Platform,Analytics,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Tableau Next and the Salesforce Platform Advantage,"Tableau Next is built on the Salesforce Platform, a unified platform where data, metadata, workflows, apps, and AI come together to make agentic analytics possible. Join this session to learn more.",Tableau,Theater,"Broadcast,In-Person,VOD",1
1981,"Tableau Cloud,Tableau Next,Tableau Semantics","Data Model,Integration","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Tableau Semantics with Tableau and Tableau Next,Explore how Tableau Semantics seamlessly integrates into Tableau and Tableau Next to unlock analytics grounded in business context and rich data visualizations.,Data Cloud,Breakout,In-Person,1
1271,Tableau Desktop,"DataFam,Visualization","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Total Eclipse of the Chart: School Redistricting Dashboards,"Redistricting is a fear-striking word across education. Discover how a large school district used sets, maps, and SQL to dynamically assess redistricting impact and made it fun again.",Developer,Breakout,In-Person,1
1887,"Tableau Catalog,Tableau Pulse,Tableau Semantics","Data Governance,Data Model","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Should we build this in Tableau or dbt?,We want to give analysts the freedom they need in Tableau without data teams giving up all control. Learn how to transform metadata into an actionable foundation for governance and AI you can trust.,Sponsors,Theater,In-Person,1
1410,Developer Tools & APIs,Integration,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Uber’s Data Platform and Tableau: A Seamless Ride,"This session highlights Tableau’s integration with Uber’s data ecosystem, using the REST API to optimize analytics, improve the user experience, and drive innovative data strategies.",Ind:Technology,Theater,In-Person,1
1122,Tableau Cloud,Salesforce on Tableau,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Which Bridge to Cross: Tableau Bridge or Data Connect?,"Should you deploy Tableau Bridge yourself or use Tableau’s managed Data Connect? Learn about each offering, the pros and cons of each, and when Data Connect might be the better fit.",Tableau,Theater,In-Person,1
1305,"Tableau Prep,Tableau Server","Connectivity,Customer Relationships","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Exposing the Value of Salesforce with Tableau,Learn how we were able to use Tableau’s product suite to work with a disconnected data ecosystem and bring key customer information to our sales team in one tool.,Ind:Financial Services,Theater,In-Person,2
1561,Tableau Server,Data Strategy,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Democratizing BI: Semantic SQL with Minerva,"Discover how we integrated Minerva, its metric platform and semantic layer, into SQL and created a single source of truth for all data consumers.",Ind:Technology,Breakout,In-Person,1
1036,"Tableau Next,Tableau Pulse,Tableau Semantics","Data Culture,Democratization","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Delivering Data Products for a Major Australian Bank,We are seeing a growing trend in building foundational and business self-service data products that support business decision-making. What are the considerations that drive wider Tableau adoption?,Ind:Financial Services,Breakout,In-Person,1
1874,"Embedded Analytics,Tableau Cloud,Tableau Server","Data Governance,Data Strategy","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Enterprise-Grade Tableau: Let Your Data Truly Shine,"Data shines when analytics is governed, accurate, and trustworthy. Learn how to implement governance frameworks that ensure reliable insights, mitigate risks, and scale AI-driven decision-making.",Sponsors,Breakout,In-Person,1
1956,"Tableau Agent,Tableau Next,Tableau Pulse","Artificial Intelligence,Data Culture","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,"Scaling Agentic AI: Strategy, Best Practices, and Beyond","It’s time to scale agentic AI — but how? Join us for proven methodologies and best practices across people, process, and technology so you can step boldly into the agentic era with Tableau Next.",Thought Leadership,Breakout,"Broadcast,In-Person,VOD",1
1990,Agentforce,Analytics,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Analyze Your Agentforce,Drive business outcomes and continuous improvement for all agents with Agentforce and Tableau Next. Learn how you can proactively monitor and optimize agent performance.,Agentforce,Breakout,In-Person,1
1639,"Tableau Cloud,Tableau Next",Democratization,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,"Ready, Set, Launch! The Ultimate Guide to Enablement",Let’s unlock self-service analytics together. Learn how John Lewis Partnership launched a Dataverse for everyone in their organization to quickly and confidently use Tableau to drive business value.,Ind:Retail,Breakout,In-Person,1
1707,Tableau Pulse,"Data Culture,DataFam","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Embracing the AI Era: Building a Human-Centered Data Culture,"Whether using Tableau for dashboards or Tableau Pulse for metrics, join us to learn how to foster a culture of empathy that puts people at the center of data, analysis, and decision-making.",Tableau,Theater,"In-Person,VOD",1
