End DateTime,Start DateTime,Session Code,Room,End Time,Date,Start Time,Length,Disclaimer
4/17/2025 3:30:00 PM,4/17/2025 2:00:00 PM,1952,Hands-on Training 23A | Upper Level East,3:30 PM,4/17/2025,2:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:30:00 PM,4/15/2025 2:00:00 PM,1952,Hands-on Training 28C | Upper Level East,3:30 PM,4/15/2025,2:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 9:30:00 AM,4/17/2025 8:00:00 AM,1952,Hands-on Training 28C | Upper Level East,9:30 AM,4/17/2025,8:00 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 12:20:00 PM,4/16/2025 12:00:00 PM,1173,"Theater 1 | Data Village, Ground Level",12:20 PM,4/16/2025,12:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:40:00 PM,4/15/2025 3:00:00 PM,1059,"Stage 1 | Content Pavilion, Ground Level",3:40 PM,4/15/2025,3:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 10:10:00 AM,4/17/2025 9:30:00 AM,1059,"Stage 2 | Content Pavilion, Ground Level",10:10 AM,4/17/2025,9:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 1:40:00 PM,4/15/2025 1:00:00 PM,1980,"Stage 5 | Content Pavilion, Ground Level",1:40 PM,4/15/2025,1:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 2:00:00 PM,4/16/2025 12:30:00 PM,1942,Hands-on Training 24C | Upper Level East,2:00 PM,4/16/2025,12:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:00:00 PM,4/15/2025 2:30:00 PM,1942,Hands-on Training 29B | Upper Level East,4:00 PM,4/15/2025,2:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 9:30:00 AM,4/17/2025 8:00:00 AM,1942,Hands-on Training 30C | Upper Level East,9:30 AM,4/17/2025,8:00 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 1:30:00 PM,4/17/2025 12:00:00 PM,1942,Hands-on Training 32A | Upper Level East,1:30 PM,4/17/2025,12:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 2:20:00 PM,4/15/2025 2:00:00 PM,2008,"Theater 1 | Data Village, Ground Level",2:20 PM,4/15/2025,2:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 8:35:00 AM,4/16/2025 8:15:00 AM,2008,"Theater 4 | Data Village, Ground Level",8:35 AM,4/16/2025,8:15 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 12:20:00 PM,4/15/2025 12:00:00 PM,1598,"Theater 3 | Data Village, Ground Level",12:20 PM,4/15/2025,12:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 1:40:00 PM,4/17/2025 1:00:00 PM,1586,"Stage 5 | Content Pavilion, Ground Level",1:40 PM,4/17/2025,1:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 3:40:00 PM,4/16/2025 3:00:00 PM,1586,"Stage 7 | Content Pavilion, Ground Level",3:40 PM,4/16/2025,3:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:30:00 AM,4/15/2025 8:00:00 AM,1900,Hands-on Training 27A | Upper Level East,9:30 AM,4/15/2025,8:00 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 3:30:00 PM,4/16/2025 2:00:00 PM,1900,Hands-on Training 27A | Upper Level East,3:30 PM,4/16/2025,2:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 10:00:00 AM,4/16/2025 8:30:00 AM,1900,Hands-on Training 28B | Upper Level East,10:00 AM,4/16/2025,8:30 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 12:00:00 PM,4/17/2025 10:30:00 AM,1900,Hands-on Training 28B | Upper Level East,12:00 PM,4/17/2025,10:30 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:05:00 AM,4/15/2025 8:45:00 AM,1789,"Theater 2 | Data Village, Ground Level",9:05 AM,4/15/2025,8:45 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 11:35:00 AM,4/16/2025 11:15:00 AM,1789,"Theater 4 | Data Village, Ground Level",11:35 AM,4/16/2025,11:15 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:20:00 PM,4/15/2025 3:00:00 PM,1541,"Theater 1 | Data Village, Ground Level",3:20 PM,4/15/2025,3:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 2:20:00 PM,4/17/2025 2:00:00 PM,1541,"Theater 3 | Data Village, Ground Level",2:20 PM,4/17/2025,2:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 11:20:00 AM,4/16/2025 11:00:00 AM,1960,"Theater 1 | Data Village, Ground Level",11:20 AM,4/16/2025,11:00 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 1:50:00 PM,4/17/2025 1:30:00 PM,1960,"Theater 3 | Data Village, Ground Level",1:50 PM,4/17/2025,1:30 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:35:00 AM,4/15/2025 9:15:00 AM,1150,"Theater 2 | Data Village, Ground Level",9:35 AM,4/15/2025,9:15 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:20:00 AM,4/15/2025 9:00:00 AM,1776,"Theater 1 | Data Village, Ground Level",9:20 AM,4/15/2025,9:00 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 12:40:00 PM,4/15/2025 12:00:00 PM,1530,"Stage 7 | Content Pavilion, Ground Level",12:40 PM,4/15/2025,12:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 9:30:00 AM,4/17/2025 8:00:00 AM,1946,Hands-on Training 23A | Upper Level East,9:30 AM,4/17/2025,8:00 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:00:00 PM,4/15/2025 2:30:00 PM,1946,Hands-on Training 26B | Upper Level East,4:00 PM,4/15/2025,2:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 2:00:00 PM,4/16/2025 12:30:00 PM,1946,Hands-on Training 26B | Upper Level East,2:00 PM,4/16/2025,12:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 5:10:00 PM,4/15/2025 4:30:00 PM,1219,"Stage 6 | Content Pavilion, Ground Level",5:10 PM,4/15/2025,4:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 1:10:00 PM,4/17/2025 12:30:00 PM,1219,"Stage 6 | Content Pavilion, Ground Level",1:10 PM,4/17/2025,12:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:10:00 PM,4/15/2025 2:30:00 PM,1269,"Stage 6 | Content Pavilion, Ground Level",3:10 PM,4/15/2025,2:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 10:40:00 AM,4/17/2025 10:00:00 AM,1269,"Stage 7 | Content Pavilion, Ground Level",10:40 AM,4/17/2025,10:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:10:00 PM,4/16/2025 12:30:00 PM,1394,"Stage 2 | Content Pavilion, Ground Level",1:10 PM,4/16/2025,12:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 10:10:00 AM,4/17/2025 9:30:00 AM,1394,"Stage 8 | Content Pavilion, Ground Level",10:10 AM,4/17/2025,9:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 8:40:00 AM,4/17/2025 8:00:00 AM,1110,"Stage 1 | Content Pavilion, Ground Level",8:40 AM,4/17/2025,8:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 9:10:00 AM,4/16/2025 8:30:00 AM,1110,"Stage 4 | Content Pavilion, Ground Level",9:10 AM,4/16/2025,8:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 11:10:00 AM,4/17/2025 10:30:00 AM,1627,"Stage 6 | Content Pavilion, Ground Level",11:10 AM,4/17/2025,10:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 3:10:00 PM,4/16/2025 2:30:00 PM,1627,"Stage 8 | Content Pavilion, Ground Level",3:10 PM,4/16/2025,2:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 12:40:00 PM,4/17/2025 12:00:00 PM,1625,"Stage 7 | Content Pavilion, Ground Level",12:40 PM,4/17/2025,12:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:30:00 PM,4/16/2025 12:00:00 PM,1902,Hands-on Training 23A | Upper Level East,1:30 PM,4/16/2025,12:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 12:00:00 PM,4/17/2025 10:30:00 AM,1902,Hands-on Training 29B | Upper Level East,12:00 PM,4/17/2025,10:30 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:30:00 PM,4/15/2025 2:00:00 PM,1902,Hands-on Training 29C | Upper Level East,3:30 PM,4/15/2025,2:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 12:40:00 PM,4/17/2025 12:00:00 PM,1656,"Stage 5 | Content Pavilion, Ground Level",12:40 PM,4/17/2025,12:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:30:00 PM,4/15/2025 3:30:00 PM,2015,Roundtables 11B | Upper Level West,4:30 PM,4/15/2025,3:30 PM,60,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 1:30:00 PM,4/17/2025 12:00:00 PM,1948,Hands-on Training 23A | Upper Level East,1:30 PM,4/17/2025,12:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 2:00:00 PM,4/16/2025 12:30:00 PM,1948,Hands-on Training 28B | Upper Level East,2:00 PM,4/16/2025,12:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 9:30:00 AM,4/17/2025 8:00:00 AM,1948,Hands-on Training 29C | Upper Level East,9:30 AM,4/17/2025,8:00 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 1:30:00 PM,4/15/2025 12:00:00 PM,1948,Hands-on Training 32A | Upper Level East,1:30 PM,4/15/2025,12:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 12:00:00 PM,4/17/2025 10:30:00 AM,1928,Hands-on Training 26B | Upper Level East,12:00 PM,4/17/2025,10:30 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 11:30:00 AM,4/16/2025 10:00:00 AM,1928,Hands-on Training 27A | Upper Level East,11:30 AM,4/16/2025,10:00 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:00:00 PM,4/15/2025 2:30:00 PM,1928,Hands-on Training 28B | Upper Level East,4:00 PM,4/15/2025,2:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:45:00 AM,4/15/2025 9:00:00 AM,2263,"Community Meetups | Data Village, Ground Level",9:45 AM,4/15/2025,9:00 AM,45,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 9:00:00 AM,4/16/2025 8:00:00 AM,1997,Roundtables 11B | Upper Level West,9:00 AM,4/16/2025,8:00 AM,60,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 3:30:00 PM,4/17/2025 2:00:00 PM,1911,Hands-on Training 29C | Upper Level East,3:30 PM,4/17/2025,2:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:00:00 PM,4/15/2025 2:30:00 PM,1911,Hands-on Training 30B | Upper Level East,4:00 PM,4/15/2025,2:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 10:00:00 AM,4/16/2025 8:30:00 AM,1911,Hands-on Training 31A | Upper Level East,10:00 AM,4/16/2025,8:30 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 11:30:00 AM,4/17/2025 10:00:00 AM,1911,Hands-on Training 32A | Upper Level East,11:30 AM,4/17/2025,10:00 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 12:05:00 PM,4/15/2025 11:45:00 AM,1752,"Theater 2 | Data Village, Ground Level",12:05 PM,4/15/2025,11:45 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 1:20:00 PM,4/17/2025 1:00:00 PM,1694,"Theater 1 | Data Village, Ground Level",1:20 PM,4/17/2025,1:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 2:35:00 PM,4/15/2025 2:15:00 PM,1694,"Theater 4 | Data Village, Ground Level",2:35 PM,4/15/2025,2:15 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 1:35:00 PM,4/15/2025 1:15:00 PM,1266,"Theater 4 | Data Village, Ground Level",1:35 PM,4/15/2025,1:15 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:05:00 PM,4/15/2025 3:45:00 PM,1971,"Theater 4 | Data Village, Ground Level",4:05 PM,4/15/2025,3:45 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 1:05:00 PM,4/17/2025 12:45:00 PM,1971,"Theater 4 | Data Village, Ground Level",1:05 PM,4/17/2025,12:45 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 10:20:00 AM,4/16/2025 10:00:00 AM,1961,"Theater 1 | Data Village, Ground Level",10:20 AM,4/16/2025,10:00 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 1:50:00 PM,4/15/2025 1:30:00 PM,1961,"Theater 3 | Data Village, Ground Level",1:50 PM,4/15/2025,1:30 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 3:40:00 PM,4/16/2025 3:00:00 PM,1428,"Stage 1 | Content Pavilion, Ground Level",3:40 PM,4/16/2025,3:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 12:10:00 PM,4/15/2025 11:30:00 AM,1169,"Stage 8 | Content Pavilion, Ground Level",12:10 PM,4/15/2025,11:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 11:30:00 AM,4/16/2025 10:00:00 AM,1901,Hands-on Training 23A | Upper Level East,11:30 AM,4/16/2025,10:00 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:45:00 AM,4/15/2025 8:15:00 AM,1901,Hands-on Training 26B | Upper Level East,9:45 AM,4/15/2025,8:15 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 1:30:00 PM,4/17/2025 12:00:00 PM,1901,Hands-on Training 27A | Upper Level East,1:30 PM,4/17/2025,12:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:50:00 PM,4/15/2025 3:30:00 PM,1823,"Theater 3 | Data Village, Ground Level",3:50 PM,4/15/2025,3:30 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 10:10:00 AM,4/16/2025 9:30:00 AM,1069,"Stage 6 | Content Pavilion, Ground Level",10:10 AM,4/16/2025,9:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:00:00 PM,4/15/2025 2:00:00 PM,1996,Roundtables 11B | Upper Level West,3:00 PM,4/15/2025,2:00 PM,60,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 10:50:00 AM,4/17/2025 10:30:00 AM,1831,"Theater 1 | Data Village, Ground Level",10:50 AM,4/17/2025,10:30 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 11:50:00 AM,4/15/2025 11:30:00 AM,1831,"Theater 3 | Data Village, Ground Level",11:50 AM,4/15/2025,11:30 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 8:20:00 AM,4/16/2025 8:00:00 AM,1805,"Theater 3 | Data Village, Ground Level",8:20 AM,4/16/2025,8:00 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 4:00:00 PM,4/16/2025 2:30:00 PM,1943,Hands-on Training 29B | Upper Level East,4:00 PM,4/16/2025,2:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 10:00:00 AM,4/17/2025 8:30:00 AM,1943,Hands-on Training 29B | Upper Level East,10:00 AM,4/17/2025,8:30 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:30:00 PM,4/15/2025 2:00:00 PM,1943,Hands-on Training 32A | Upper Level East,3:30 PM,4/15/2025,2:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 12:50:00 PM,4/16/2025 12:30:00 PM,1982,"Theater 1 | Data Village, Ground Level",12:50 PM,4/16/2025,12:30 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 3:30:00 PM,4/16/2025 2:30:00 PM,2010,"Stage 4 | Content Pavilion, Ground Level",3:30 PM,4/16/2025,2:30 PM,60,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 1:20:00 PM,4/15/2025 1:00:00 PM,1739,"Theater 3 | Data Village, Ground Level",1:20 PM,4/15/2025,1:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
