id,title,date,start_time,end_time,session_slot,topic,description
2275,Healthcare Meetup,2025-04-16,14:00,14:45,14:00 - 14:45,,"Network with fellow attendees who work in Healthcare, talk about the projects you tackle, and get inspired by the art of the possible at this meetup!"
2013,How Data Analysts Can Control AI Mayhem with Tableau Next,2025-04-16,10:30,11:10,10:30 - 11:10,Artificial Intelligence,This deep-dive session discusses potential techniques for helping analysts better trust and guide the automated analytics delivered to business users by Agentforce so they stay in the loop.
1312,How Decathlon Delivers Actionable Insights with Tableau,2025-04-17,10:30,11:10,10:30 - 11:10,Visualization,"Discover how Decathlon, a leading sports retailer, leverages Tableau to foster a data-driven mindset and deliver actionable insights across their business, from the store floor to the C-suite."
1757,How PG&E Is Challenging the Status Quo with Tableau Next,2025-04-15,14:30,14:50,14:30 - 14:50,Thought Leadership,Hear PG&E and Atrium share lessons learned from their Tableau Next beta program and discuss how this powerful new tool is helping PG&E make significant strides in its analytics roadmap.
1872,How SoFi Automates PowerPoint Reports with Tableau & AI,2025-04-15,13:30,14:10,13:30 - 14:10,"Artificial Intelligence, Data Strategy","Join Data Analytics leaders from SoFi to learn how their teams automate recurring PowerPoint reports like performance reviews, QBRs, and financial reports using Rollstack's Tableau integration and AI."
2016,How Tableau+ Drives Sports & Entertainment Fan Engagement,2025-04-16,12:30,13:30,12:30 - 13:30,"Analytics, Artificial Intelligence",Join this discussion on how Sports & Entertainment companies can power unforgettable fan experiences through data visualization accelerated data-driven decision making with AI in Tableau.
1276,How the DataFam Is Shaping Tableau’s Innovation,2025-04-15,15:30,16:10,15:30 - 16:10,DataFam,"See how the DataFam is shaping Tableau Platform’s evolution by influencing new features, best practices, and user success through shared ideas, innovations, and collaboration."
1998,How to Design an Effective Education Plan to Boost Adoption,2025-04-16,11:00,12:00,11:00 - 12:00,Data Culture,"In this roundtable, learn how to leverage Tableau resources (free and paid) to build a structured yet flexible education program that boosts adoption, improves data literacy, and empowers users."
1017,How to Do Cool Stuff in Tableau,2025-04-17,10:00,11:00,10:00 - 11:00,"DataFam, Visualization","Join twin brothers and Hall of Fame visionaries Ken and Kevin Flerlage as they unveil a bunch of cool new tricks, tips, and techniques in Tableau to take your vizzing game to the next level."
1324,How to Super-Boost Your Tableau Adoption and Unlock Value,2025-04-17,08:30,09:10,8:30 - 9:10,Democratization,"Discover the framework that Lloyds Banking Group used to increase its Tableau adoption tenfold within a year, and learn how you can implement this strategy in your own business."
1928_slot0,Humble Data: Master Tableau Virtual Connections,2025-04-15,14:30,16:00,14:30 - 16:00,Data Governance,"Don’t let your data control you. Unlock your power to scale data governance, master access policies, and centralize row-level security with Tableau virtual connections."
1928_slot1,Humble Data: Master Tableau Virtual Connections,2025-04-16,10:00,11:30,10:00 - 11:30,Data Governance,"Don’t let your data control you. Unlock your power to scale data governance, master access policies, and centralize row-level security with Tableau virtual connections."
1928_slot2,Humble Data: Master Tableau Virtual Connections,2025-04-17,10:30,12:00,10:30 - 12:00,Data Governance,"Don’t let your data control you. Unlock your power to scale data governance, master access policies, and centralize row-level security with Tableau virtual connections."
1065_slot0,Identity and Access Management in Tableau — Best Practices,2025-04-16,14:45,15:05,14:45 - 15:05,Security,"Learn best practices for identity management, authentication, and access control in Tableau Cloud. This session is targeted for admins and will also cover upcoming functionality on our roadmap."
1065_slot1,Identity and Access Management in Tableau — Best Practices,2025-04-17,12:15,12:35,12:15 - 12:35,Security,"Learn best practices for identity management, authentication, and access control in Tableau Cloud. This session is targeted for admins and will also cover upcoming functionality on our roadmap."
1286,Infographic-ally Speaking: Designing Dashboards for Impact,2025-04-15,16:00,16:40,16:00 - 16:40,"DataFam, Visualization",Showcase your data skills by creating playful dashboards. Learn how to use design principles and best practices to create impactful infographic dashboards for your portfolio and work.
1924_slot0,Intro Calcs: Finding Airspeed Velocity of an Unladen Swallow,2025-04-15,08:00,09:30,8:00 - 9:30,Analytics,Join our Quest to understand the fundamentals of calculations in Tableau. We will be focusing on basic expressions you need to answer the five or three questions required to cross the Bridge of Death.
1924_slot1,Intro Calcs: Finding Airspeed Velocity of an Unladen Swallow,2025-04-16,12:00,13:30,12:00 - 13:30,Analytics,Join our Quest to understand the fundamentals of calculations in Tableau. We will be focusing on basic expressions you need to answer the five or three questions required to cross the Bridge of Death.
1924_slot2,Intro Calcs: Finding Airspeed Velocity of an Unladen Swallow,2025-04-17,08:00,09:30,8:00 - 9:30,Analytics,Join our Quest to understand the fundamentals of calculations in Tableau. We will be focusing on basic expressions you need to answer the five or three questions required to cross the Bridge of Death.
1924_slot3,Intro Calcs: Finding Airspeed Velocity of an Unladen Swallow,2025-04-17,10:30,12:00,10:30 - 12:00,Analytics,Join our Quest to understand the fundamentals of calculations in Tableau. We will be focusing on basic expressions you need to answer the five or three questions required to cross the Bridge of Death.
1980,Introducing Tableau Semantics,2025-04-15,13:00,13:40,13:00 - 13:40,"Analytics, Data Model","Discover how Tableau Semantics in Data Cloud powers agentic AI with trusted, context-rich data, enhances governance and access, and accelerates time to insight."
8005,Iron Viz,2025-04-16,16:00,17:00,16:00 - 17:00,"DataFam, Visualization","Three viz-whizzes take the stage to build a data viz in 20 minutes or less, but only one will be crowned the next Iron Viz Champion."
1905_slot0,It’s a Date! Working with Dates in Tableau,2025-04-15,08:00,09:30,8:00 - 9:30,Analytics,"Level up your date game. We’ll jump into time-series analysis, date functions for seamless trend analysis, and contextual progress-to-goal and interactive benchmarks to enhance data understanding."
1905_slot1,It’s a Date! Working with Dates in Tableau,2025-04-16,10:00,11:30,10:00 - 11:30,Analytics,"Level up your date game. We’ll jump into time-series analysis, date functions for seamless trend analysis, and contextual progress-to-goal and interactive benchmarks to enhance data understanding."
1905_slot2,It’s a Date! Working with Dates in Tableau,2025-04-16,14:30,16:00,14:30 - 16:00,Analytics,"Level up your date game. We’ll jump into time-series analysis, date functions for seamless trend analysis, and contextual progress-to-goal and interactive benchmarks to enhance data understanding."
1905_slot3,It’s a Date! Working with Dates in Tableau,2025-04-17,10:00,11:30,10:00 - 11:30,Analytics,"Level up your date game. We’ll jump into time-series analysis, date functions for seamless trend analysis, and contextual progress-to-goal and interactive benchmarks to enhance data understanding."
1805,It’s a Revolution: Healthcare Dashboards and AI Collide,2025-04-16,08:00,08:20,8:00 - 8:20,"Artificial Intelligence, DataFam",See how Tableau Agent utilizes AI to enhance healthcare dashboards—simplifying complex datasets into actionable insights and improving data visualization and interpretation.
2267,Japanese Community Meetup,2025-04-15,14:00,14:45,14:00 - 14:45,,Do you belong to the Japan Tableau Community? Want to connect with other Japanese-speakers? This Meetup is for you!
1932_slot0,Keep the Beat with Tableau Pulse: Uncover Insights with AI,2025-04-15,08:15,09:45,8:15 - 9:45,"Analytics, Artificial Intelligence",Ready to mix AI into your analytics playlist? Drop into our Tableau Pulse workshop where data insights flow like your favorite tracks and get hands-on with the simplest AI tool you’ll use all year.
1932_slot1,Keep the Beat with Tableau Pulse: Uncover Insights with AI,2025-04-16,12:00,13:30,12:00 - 13:30,"Analytics, Artificial Intelligence",Ready to mix AI into your analytics playlist? Drop into our Tableau Pulse workshop where data insights flow like your favorite tracks and get hands-on with the simplest AI tool you’ll use all year.
1932_slot2,Keep the Beat with Tableau Pulse: Uncover Insights with AI,2025-04-17,10:00,11:30,10:00 - 11:30,"Analytics, Artificial Intelligence",Ready to mix AI into your analytics playlist? Drop into our Tableau Pulse workshop where data insights flow like your favorite tracks and get hands-on with the simplest AI tool you’ll use all year.
1932_slot3,Keep the Beat with Tableau Pulse: Uncover Insights with AI,2025-04-17,14:30,16:00,14:30 - 16:00,"Analytics, Artificial Intelligence",Ready to mix AI into your analytics playlist? Drop into our Tableau Pulse workshop where data insights flow like your favorite tracks and get hands-on with the simplest AI tool you’ll use all year.
1115,Land and Expand AI Capabilities with Tableau Langchain,2025-04-15,16:00,16:40,16:00 - 16:40,Artificial Intelligence,"Discover how Tableau Langchain bridges the gap between trusted data and modern AI frameworks. In this session, we’ll unveil three AI capabilities that enhance what you build with the Tableau Platform."
1739,Leading a Center of Excellence: Blueprint for Success,2025-04-15,13:00,13:20,13:00 - 13:20,DataFam,"Learn how to effectively lead your Center of Excellence to boost data adoption, foster a thriving community, and empower success through Tableau-driven learning and professional growth."
1418,Learning as a 100 + Year-Old Business,2025-04-15,12:15,12:35,12:15 - 12:35,"Analytics, Data Culture",A leader in the financial services industry since 1905 and in recent years investing in Tableau and Salesforce to modernize analytics and insights. Learn from us our strategy and lessons learned.
1387,Let’s Get to Work ... Building the Ultimate Data Hub,2025-04-16,12:00,12:40,12:00 - 12:40,"Data Culture, DataFam","Discover how our custom-built data portal, developed in Tableau, centralizes KPIs, certifies dashboards, and unifies metrics to drive trusted, data-driven decisions across your organization."
1900_slot0,Let’s Get Wheel: Steering Governance for Beginner,2025-04-15,08:00,09:30,8:00 - 9:30,Data Governance,"Explore the basics of Tableau governance, including permissions and folder structure."
1900_slot1,Let’s Get Wheel: Steering Governance for Beginner,2025-04-16,08:30,10:00,8:30 - 10:00,Data Governance,"Explore the basics of Tableau governance, including permissions and folder structure."
1900_slot2,Let’s Get Wheel: Steering Governance for Beginner,2025-04-16,14:00,15:30,14:00 - 15:30,Data Governance,"Explore the basics of Tableau governance, including permissions and folder structure."
1900_slot3,Let’s Get Wheel: Steering Governance for Beginner,2025-04-17,10:30,12:00,10:30 - 12:00,Data Governance,"Explore the basics of Tableau governance, including permissions and folder structure."
1598,Let’s Play! Using Creative Projects to Build Your Skills,2025-04-15,12:00,12:20,12:00 - 12:20,"DataFam, Visualization","Tap into your inner creativity and get ready to see Tableau Public as your playground. Discover the transferable benefits of creative projects, with tips to start crafting meaningful visualizations."
1921_slot0,LEVEL (of detail) UP: Mastering LODs,2025-04-15,12:30,14:00,12:30 - 14:00,Analytics,Reach new heights of mastery in LOD calculations. This session will INCLUDE the most advanced LOD concepts. EXCLUDE the faint-hearted. Solve all our challenges and you should be FIXED for life.
1921_slot1,LEVEL (of detail) UP: Mastering LODs,2025-04-16,10:00,11:30,10:00 - 11:30,Analytics,Reach new heights of mastery in LOD calculations. This session will INCLUDE the most advanced LOD concepts. EXCLUDE the faint-hearted. Solve all our challenges and you should be FIXED for life.
1921_slot2,LEVEL (of detail) UP: Mastering LODs,2025-04-16,14:00,15:30,14:00 - 15:30,Analytics,Reach new heights of mastery in LOD calculations. This session will INCLUDE the most advanced LOD concepts. EXCLUDE the faint-hearted. Solve all our challenges and you should be FIXED for life.
1921_slot3,LEVEL (of detail) UP: Mastering LODs,2025-04-17,14:00,15:30,14:00 - 15:30,Analytics,Reach new heights of mastery in LOD calculations. This session will INCLUDE the most advanced LOD concepts. EXCLUDE the faint-hearted. Solve all our challenges and you should be FIXED for life.
1558_slot0,"Lights, Camera, Action! Unleash the Power of Tableau Actions",2025-04-15,08:45,09:05,8:45 - 9:05,Visualization,"Discover how to use set actions, parameter actions, external actions, and Dynamic Zone Visibility to create personalized, engaging experiences and trigger actions directly from Tableau dashboards."
1558_slot1,"Lights, Camera, Action! Unleash the Power of Tableau Actions",2025-04-17,14:15,14:35,14:15 - 14:35,Visualization,"Discover how to use set actions, parameter actions, external actions, and Dynamic Zone Visibility to create personalized, engaging experiences and trigger actions directly from Tableau dashboards."
1920_slot0,LOD Unlocked: Discover the Secret Weapon of Tableau Masters,2025-04-15,08:00,09:30,8:00 - 9:30,Analytics,"Uncover Tableau’s true potential with level of detail (LOD) calculations. This session demystifies FIXED, INCLUDE, and EXCLUDE LODs, showing how they enable precise analysis and deeper insights."
1920_slot1,LOD Unlocked: Discover the Secret Weapon of Tableau Masters,2025-04-16,10:30,12:00,10:30 - 12:00,Analytics,"Uncover Tableau’s true potential with level of detail (LOD) calculations. This session demystifies FIXED, INCLUDE, and EXCLUDE LODs, showing how they enable precise analysis and deeper insights."
1920_slot2,LOD Unlocked: Discover the Secret Weapon of Tableau Masters,2025-04-17,08:30,10:00,8:30 - 10:00,Analytics,"Uncover Tableau’s true potential with level of detail (LOD) calculations. This session demystifies FIXED, INCLUDE, and EXCLUDE LODs, showing how they enable precise analysis and deeper insights."
1789_slot0,Make Agentforce Data-Driven with Tableau,2025-04-15,08:45,09:05,8:45 - 9:05,"Analytics, Artificial Intelligence",Discover the business value of exposing Tableau-published data sources to Agentforce and integrating Tableau insights into agents.
1789_slot1,Make Agentforce Data-Driven with Tableau,2025-04-16,11:15,11:35,11:15 - 11:35,"Analytics, Artificial Intelligence",Discover the business value of exposing Tableau-published data sources to Agentforce and integrating Tableau insights into agents.
2456,Make Sense of Your Marketing Data with Tableau Next,2025-04-16,09:30,10:10,9:30 - 10:10,"Analytics, Salesforce on Tableau","Learn how Marketing Intelligence, powered by Agentforce, can optimize your digital marketing campaigns, and how Tableau Next will help surface what's REALLY driving performance."
1926_slot0,Making Great Data Sources and Introducing Row-Level Security,2025-04-15,14:30,16:00,14:30 - 16:00,Data Model,"Learn to build scalable, flexible, and well-adopted data sources in Tableau.  Design a data source with easy-to-understand fields, hierarchies, folders, and even row-level security."
1926_slot1,Making Great Data Sources and Introducing Row-Level Security,2025-04-16,12:30,14:00,12:30 - 14:00,Data Model,"Learn to build scalable, flexible, and well-adopted data sources in Tableau.  Design a data source with easy-to-understand fields, hierarchies, folders, and even row-level security."
1926_slot2,Making Great Data Sources and Introducing Row-Level Security,2025-04-17,08:00,09:30,8:00 - 9:30,Data Model,"Learn to build scalable, flexible, and well-adopted data sources in Tableau.  Design a data source with easy-to-understand fields, hierarchies, folders, and even row-level security."
1814,Making the Leap: Lessons and Benefits of Migrating to Cloud,2025-04-16,08:30,09:10,8:30 - 9:10,Migration,"Migrating from server to cloud can appear challenging for the pubic sector. This panel discussion includes customers at various stages of their migration, sharing lessons, accomplishments and advice."
1914_slot0,Map It Like It’s Hot: Advanced Geospatial Analytics,2025-04-15,14:00,15:30,14:00 - 15:30,Analytics,Journey into advanced mapping techniques for true spatial analysis through dynamic geospatial visualization. Learn strategies to optimize map performance for enhanced user experience and storytelling.
1914_slot1,Map It Like It’s Hot: Advanced Geospatial Analytics,2025-04-16,12:00,13:30,12:00 - 13:30,Analytics,Journey into advanced mapping techniques for true spatial analysis through dynamic geospatial visualization. Learn strategies to optimize map performance for enhanced user experience and storytelling.
1914_slot2,Map It Like It’s Hot: Advanced Geospatial Analytics,2025-04-17,12:00,13:30,12:00 - 13:30,Analytics,Journey into advanced mapping techniques for true spatial analysis through dynamic geospatial visualization. Learn strategies to optimize map performance for enhanced user experience and storytelling.
1914_slot3,Map It Like It’s Hot: Advanced Geospatial Analytics,2025-04-17,14:00,15:30,14:00 - 15:30,Analytics,Journey into advanced mapping techniques for true spatial analysis through dynamic geospatial visualization. Learn strategies to optimize map performance for enhanced user experience and storytelling.
2273,Marketing & Retail Meetup,2025-04-16,12:00,12:45,12:00 - 12:45,,"Network with fellow attendees who work in Marketing & Retail, talk about the projects you tackle, and get inspired by the art of the possible at this meetup!"
2033,Master 6 Principle Processes to Build a Data and AI Strategy,2025-04-16,08:30,08:50,8:30 - 8:50,"Data Strategy, Thought Leadership",The AI era isn’t just about being data-driven; it’s about how fast you get there. Join us to understand how proven processes with Tableau Blueprint can optimize your business and drive transformation.
2007_slot0,Master Consistent Data Governance at Scale Across Data Cloud,2025-04-15,08:30,08:50,8:30 - 8:50,Data Governance,"Get started with AI tagging and classification to organize data, coupled with policy-based access governance to ensure policies are applied dynamically across all surface areas of Data Cloud."
2007_slot1,Master Consistent Data Governance at Scale Across Data Cloud,2025-04-17,13:45,14:05,13:45 - 14:05,Data Governance,"Get started with AI tagging and classification to organize data, coupled with policy-based access governance to ensure policies are applied dynamically across all surface areas of Data Cloud."
1967,Master the Transformation to Tableau Next,2025-04-16,12:00,12:40,12:00 - 12:40,Analytics,"Learn how Tableau Next is transforming analytics, key differences, and the transition process. Get tips and understand how to integrate your existing and future data in the best deployment for you."
1151,Mastering Multi-Fact Relationships,2025-04-16,11:30,12:10,11:30 - 12:10,Data Model,"Understand how to arrange tables in your data model, discover how your data is joined behind the scenes, and learn about stitching fields. Get caught up before more releases in data modeling appear."
1950_slot0,"Mastering Tableau Next: Charts, Dashboards & Metrics!",2025-04-15,14:30,16:00,14:30 - 16:00,"Analytics, Artificial Intelligence","Get a first look at Tableau Next! New workspaces, powerful viz tools, smarter metrics, seamless embedding, and faster actions—unlock deeper insights like never before!"
1950_slot1,"Mastering Tableau Next: Charts, Dashboards & Metrics!",2025-04-16,08:30,10:00,8:30 - 10:00,"Analytics, Artificial Intelligence","Get a first look at Tableau Next! New workspaces, powerful viz tools, smarter metrics, seamless embedding, and faster actions—unlock deeper insights like never before!"
1950_slot2,"Mastering Tableau Next: Charts, Dashboards & Metrics!",2025-04-17,08:30,10:00,8:30 - 10:00,"Analytics, Artificial Intelligence","Get a first look at Tableau Next! New workspaces, powerful viz tools, smarter metrics, seamless embedding, and faster actions—unlock deeper insights like never before!"
1314,Mastering the Art of Tailoring Insights: The Chick-fil-A Way,2025-04-15,13:00,13:40,13:00 - 13:40,Visualization,"This session features a Chick-fil-A dashboard case study, teaching strategies to bridge the gap between designers and customers using “core questions” and the “customer translator” approach."
1834,Navigate Complex Tableau Cloud Migrations Like a Pro,2025-04-15,14:00,14:40,14:00 - 14:40,"Integration, Migration","From authentication modernization to embedded analytics and custom reporting, we’ll share real implementation strategies from a global migration that touched nearly every part of the analytics stack."
1947_slot0,Navigating the Data Wave with Tableau and Salesforce,2025-04-15,08:15,09:45,8:15 - 9:45,Salesforce on Tableau,"Learn the steps to embed Tableau dashboards within Salesforce using a LWC and run a Salesforce Flow from a dashboard, enabling seamless access to data insights."
1947_slot1,Navigating the Data Wave with Tableau and Salesforce,2025-04-16,10:30,12:00,10:30 - 12:00,Salesforce on Tableau,"Learn the steps to embed Tableau dashboards within Salesforce using a LWC and run a Salesforce Flow from a dashboard, enabling seamless access to data insights."
1947_slot2,Navigating the Data Wave with Tableau and Salesforce,2025-04-17,14:30,16:00,14:30 - 16:00,Salesforce on Tableau,"Learn the steps to embed Tableau dashboards within Salesforce using a LWC and run a Salesforce Flow from a dashboard, enabling seamless access to data insights."
1608,Navigating Your Tableau Cloud Migration Journey,2025-04-15,15:30,16:10,15:30 - 16:10,Migration,"Explore the full migration journey to Tableau Cloud, from evaluation to execution. Learn about benefits, best practices, considerations, migration tools, and strategies to optimize your move."
1913_slot0,Navigator’s Intro to Mapping: From Clueless to Cartographer,2025-04-15,14:00,15:30,14:00 - 15:30,"Analytics, Visualization","New to Tableau mapping? We’ll help you chart the course. Expect puns like “latitude is my attitude” & learn how to put data on the map, literally. No compass needed, just a data-driven sense of humor."
1913_slot1,Navigator’s Intro to Mapping: From Clueless to Cartographer,2025-04-16,08:30,10:00,8:30 - 10:00,"Analytics, Visualization","New to Tableau mapping? We’ll help you chart the course. Expect puns like “latitude is my attitude” & learn how to put data on the map, literally. No compass needed, just a data-driven sense of humor."
1913_slot2,Navigator’s Intro to Mapping: From Clueless to Cartographer,2025-04-17,10:00,11:30,10:00 - 11:30,"Analytics, Visualization","New to Tableau mapping? We’ll help you chart the course. Expect puns like “latitude is my attitude” & learn how to put data on the map, literally. No compass needed, just a data-driven sense of humor."
1913_slot3,Navigator’s Intro to Mapping: From Clueless to Cartographer,2025-04-17,14:00,15:30,14:00 - 15:30,"Analytics, Visualization","New to Tableau mapping? We’ll help you chart the course. Expect puns like “latitude is my attitude” & learn how to put data on the map, literally. No compass needed, just a data-driven sense of humor."
1948_slot0,New Salesforce Semantic Layer: Meaningful Connections Await,2025-04-15,12:00,13:30,12:00 - 13:30,"Data Governance, Data Model","In this hands-on training, learn to build data models, calculations, views, and metrics in the Salesforce semantic layer. Discover how to extend these assets to Tableau Next and beyond."
1948_slot1,New Salesforce Semantic Layer: Meaningful Connections Await,2025-04-16,12:30,14:00,12:30 - 14:00,"Data Governance, Data Model","In this hands-on training, learn to build data models, calculations, views, and metrics in the Salesforce semantic layer. Discover how to extend these assets to Tableau Next and beyond."
1948_slot2,New Salesforce Semantic Layer: Meaningful Connections Await,2025-04-17,08:00,09:30,8:00 - 9:30,"Data Governance, Data Model","In this hands-on training, learn to build data models, calculations, views, and metrics in the Salesforce semantic layer. Discover how to extend these assets to Tableau Next and beyond."
1948_slot3,New Salesforce Semantic Layer: Meaningful Connections Await,2025-04-17,12:00,13:30,12:00 - 13:30,"Data Governance, Data Model","In this hands-on training, learn to build data models, calculations, views, and metrics in the Salesforce semantic layer. Discover how to extend these assets to Tableau Next and beyond."
2263,Newbies & Tableau Conference Buddies Meetup,2025-04-15,09:00,09:45,9:00 - 9:45,,"Are you new to Tableau? First time at Tableau Conference? Learn how to maximize your time at TC25, resources for learning Tableau, and connect with others beginning their Tableau journey."
1945_slot0,Next-Gen BI: Hands-on with Tableau VDS API and Agentforce,2025-04-15,12:30,14:00,12:30 - 14:00,Artificial Intelligence,Get hands-on with Tableau’s VDS API and Agentforce to power your AI analytics journey and see the art of the possible in action through practical applications of data and AI.
1945_slot1,Next-Gen BI: Hands-on with Tableau VDS API and Agentforce,2025-04-16,08:30,10:00,8:30 - 10:00,Artificial Intelligence,Get hands-on with Tableau’s VDS API and Agentforce to power your AI analytics journey and see the art of the possible in action through practical applications of data and AI.
1945_slot2,Next-Gen BI: Hands-on with Tableau VDS API and Agentforce,2025-04-17,10:00,11:30,10:00 - 11:30,Artificial Intelligence,Get hands-on with Tableau’s VDS API and Agentforce to power your AI analytics journey and see the art of the possible in action through practical applications of data and AI.
1999_slot0,No More Data Source Duplication with Composable Data Sources,2025-04-15,13:45,14:05,13:45 - 14:05,Data Model,Learn all about composable data sources in Tableau. This feature is the number one most up-voted capability on the Tableau Ideas forum and enables flexible reuse of published data sources.
1999_slot1,No More Data Source Duplication with Composable Data Sources,2025-04-17,11:15,11:35,11:15 - 11:35,Data Model,Learn all about composable data sources in Tableau. This feature is the number one most up-voted capability on the Tableau Ideas forum and enables flexible reuse of published data sources.
1812,Optimize Your Tableau Connection to Data Cloud,2025-04-15,16:00,16:20,16:00 - 16:20,Data Strategy,Want to know the best ways to streamline your Data Cloud deployment and Tableau connections? Do you need to optimize for query performance or cost? Join us to learn all this and more.
1250,Overcome Imposter Syndrome and Thrive with AI,2025-04-15,08:30,08:50,8:30 - 8:50,"Artificial Intelligence, Careers",Feeling like an imposter? Get tips and tools to build confidence in your data skills to harness AI and start solving complex business challenges in Tableau.
1546,Oxxo Proximity & Health's Journey to Tableau Cloud,2025-04-15,14:45,15:05,14:45 - 15:05,Visualization,"Oxxo is a Mexican chain of convenience stores, with over 24,000 stores across Latin America as well as in the United States. It is the largest chain of convenience stores in Latin America."
1909_slot0,Pit Stop for Performance: Tuning Dashboards Like a Champion,2025-04-15,08:15,09:45,8:15 - 9:45,Analytics,"Learn techniques to streamline data sources, optimize calculations, and improve dashboard load times. Discover best practices for structuring data and how to use Tableau’s tools for optimization."
1909_slot1,Pit Stop for Performance: Tuning Dashboards Like a Champion,2025-04-16,10:30,12:00,10:30 - 12:00,Analytics,"Learn techniques to streamline data sources, optimize calculations, and improve dashboard load times. Discover best practices for structuring data and how to use Tableau’s tools for optimization."
1909_slot2,Pit Stop for Performance: Tuning Dashboards Like a Champion,2025-04-16,14:30,16:00,14:30 - 16:00,Analytics,"Learn techniques to streamline data sources, optimize calculations, and improve dashboard load times. Discover best practices for structuring data and how to use Tableau’s tools for optimization."
1909_slot3,Pit Stop for Performance: Tuning Dashboards Like a Champion,2025-04-17,14:30,16:00,14:30 - 16:00,Analytics,"Learn techniques to streamline data sources, optimize calculations, and improve dashboard load times. Discover best practices for structuring data and how to use Tableau’s tools for optimization."
1884,Power Duo Savant and Tableau Unleash Self-Service Analytics,2025-04-15,12:45,13:05,12:45 - 13:05,"Analytics, Data Governance","Zynex Medical and Savant share how to empower wide-scale teams with self-service analytics automation, deliver cost-savings with cloud workflows, and achieve data governance including PAT automation."
1144,Power to the People: Enablement Tips from the Experts,2025-04-17,09:00,09:40,9:00 - 9:40,"DataFam, Democratization","Join us as we share key lessons from our enablement series with top experts. Gain strategies to build a data-driven culture, maximize impact, and elevate your efforts with fresh, actionable insights."
1919_slot0,"Practical Applications of Python, R, and Generative AI",2025-04-15,12:00,13:30,12:00 - 13:30,Analytics,"The integration of Python and R in Tableau opens the door to advanced analytics, machine learning, and now generative AI. Explore the three integration points that supercharge your Tableau solutions."
1919_slot1,"Practical Applications of Python, R, and Generative AI",2025-04-16,08:00,09:30,8:00 - 9:30,Analytics,"The integration of Python and R in Tableau opens the door to advanced analytics, machine learning, and now generative AI. Explore the three integration points that supercharge your Tableau solutions."
1919_slot2,"Practical Applications of Python, R, and Generative AI",2025-04-16,12:00,13:30,12:00 - 13:30,Analytics,"The integration of Python and R in Tableau opens the door to advanced analytics, machine learning, and now generative AI. Explore the three integration points that supercharge your Tableau solutions."
1919_slot3,"Practical Applications of Python, R, and Generative AI",2025-04-17,10:00,11:30,10:00 - 11:30,Analytics,"The integration of Python and R in Tableau opens the door to advanced analytics, machine learning, and now generative AI. Explore the three integration points that supercharge your Tableau solutions."
1611,Practical Guide for Guided Analytics,2025-04-17,08:00,08:40,8:00 - 8:40,Visualization,"Learn to craft snappy, engaging dashboards. This session offers actionable tips to combine interactivity, design, and performance, creating guided analytics users love. Unlock next-level insights."
2001_slot0,Predictive and Prescriptive Insights in Tableau Next,2025-04-16,08:00,08:40,8:00 - 8:40,Artificial Intelligence,Predictive and Prescriptive Insights are available in Tableau Next - including the ability to bring your own models. Join this session to learn how.
2001_slot1,Predictive and Prescriptive Insights in Tableau Next,2025-04-17,08:30,09:10,8:30 - 9:10,Artificial Intelligence,Predictive and Prescriptive Insights are available in Tableau Next - including the ability to bring your own models. Join this session to learn how.
1541_slot0,"Prep Smarter, Not Harder: Tableau Agent for Prep Flows",2025-04-15,15:00,15:20,15:00 - 15:20,"Artificial Intelligence, DataFam","Discover how to leverage Tableau Agent for your Tableau Prep flows, making data cleaning and transformation seamless and accessible for everyone in your organization."
1541_slot1,"Prep Smarter, Not Harder: Tableau Agent for Prep Flows",2025-04-17,14:00,14:20,14:00 - 14:20,"Artificial Intelligence, DataFam","Discover how to leverage Tableau Agent for your Tableau Prep flows, making data cleaning and transformation seamless and accessible for everyone in your organization."
1469,Proactively Manage Your Sales Pipeline with Tableau Next,2025-04-16,12:45,13:05,12:45 - 13:05,Thought Leadership,Improve sales and stay informed with Tableau Next. Learn how to use Tableau Next to proactively manage your sales pipeline and collaborate more effectively with your sales team.
2446,Professional Services Roundtable: Data + AI,2025-04-15,16:00,16:45,16:00 - 16:45,Artificial Intelligence,"Join this roundtable to discuss how Tableau and Agentforce can bring change to the Consulting, Accounting, Legal, and Staffing industries."
2272,Public Sector Meetup,2025-04-16,11:00,11:45,11:00 - 11:45,,"Network with fellow attendees who work in the Public Sector, talk about the projects you tackle, and get inspired by the art of the possible at this Meetup!"
1180_slot0,"Ready, Set, Build! Crafting Custom Dashboard Checklists",2025-04-15,08:30,09:10,8:30 - 9:10,"Data Culture, DataFam","Learn to create customizable checklists for building effective dashboards with better quality and consistency. Get best practices, tips, and real-world examples for working solo or with clients."
1180_slot1,"Ready, Set, Build! Crafting Custom Dashboard Checklists",2025-04-17,14:00,14:40,14:00 - 14:40,"Data Culture, DataFam","Learn to create customizable checklists for building effective dashboards with better quality and consistency. Get best practices, tips, and real-world examples for working solo or with clients."
1639,"Ready, Set, Launch! The Ultimate Guide to Enablement",2025-04-16,12:30,13:10,12:30 - 13:10,Democratization,Let’s unlock self-service analytics together. Learn how John Lewis Partnership launched a Dataverse for everyone in their organization to quickly and confidently use Tableau to drive business value.
1406,Redesigning Analytics at Penske with User Actions in Mind,2025-04-16,14:15,14:35,14:15 - 14:35,"Analytics, Data Strategy",Learn how Penske leveraged Tableau to visualize data models from Snowflake to improve associate insights by administering four key actions to change how managers interact with employees.
