Region,Segment,Category,Sub-Category,YearMonth,Budget
East,Home Office,Technology,Phones,2024-07,66.28
East,Home Office,Technology,Phones,2024-08,20.67
East,Home Office,Technology,Phones,2024-09,330.82
East,Home Office,Technology,Phones,2024-11,2805.68
East,Home Office,Technology,Phones,2024-12,2828.56
East,Home Office,Technology,Phones,2025-02,58.08
East,Home Office,Technology,Phones,2025-03,1161.94
East,Home Office,Technology,Phones,2025-04,315.82
East,Home Office,Technology,Phones,2025-06,3.02
East,Home Office,Technology,Phones,2025-07,464.44
East,Home Office,Technology,Phones,2025-08,1109.22
East,Home Office,Technology,Phones,2025-09,2445.52
East,Home Office,Technology,Phones,2025-10,2649.11
East,Home Office,Technology,Phones,2025-11,652.1
East,Home Office,Technology,Phones,2025-12,78.23
South,Consumer,Furniture,Bookcases,2022-08,831.49
South,Consumer,Furniture,Bookcases,2023-04,568.39
South,Consumer,Furniture,Bookcases,2023-11,337.28
South,Consumer,Furniture,Bookcases,2024-01,396.11
South,Consumer,Furniture,Bookcases,2024-04,335.57
South,Consumer,Furniture,Bookcases,2024-06,1225.85
South,Consumer,Furniture,Bookcases,2024-07,447.84
South,Consumer,Furniture,Bookcases,2024-11,296.92
South,Consumer,Furniture,Bookcases,2025-02,503.97
South,Consumer,Furniture,Bookcases,2025-05,2494.56
South,Consumer,Furniture,Bookcases,2025-06,338.52
South,Consumer,Furniture,Bookcases,2025-07,289.98
South,Consumer,Furniture,Bookcases,2025-08,146.22
South,Consumer,Furniture,Bookcases,2025-11,778.23
South,Consumer,Furniture,Chairs,2022-01,1468.49
South,Consumer,Furniture,Chairs,2022-03,1348.88
South,Consumer,Furniture,Chairs,2022-04,52.05
South,Consumer,Furniture,Chairs,2022-07,65.87
South,Consumer,Furniture,Chairs,2022-11,197.98
South,Consumer,Furniture,Chairs,2022-12,3674.52
South,Consumer,Furniture,Chairs,2023-02,512.21
South,Consumer,Furniture,Chairs,2023-04,1045.91
South,Consumer,Furniture,Chairs,2023-06,358.33
South,Consumer,Furniture,Chairs,2023-07,65.43
South,Consumer,Furniture,Chairs,2023-09,3423.45
South,Consumer,Furniture,Chairs,2023-10,282.95
South,Consumer,Furniture,Chairs,2023-12,347.14
South,Consumer,Furniture,Chairs,2024-02,789.69
South,Consumer,Furniture,Chairs,2024-05,793.32
South,Consumer,Furniture,Chairs,2024-07,402.78
South,Consumer,Furniture,Chairs,2024-08,243.83
South,Consumer,Furniture,Chairs,2024-09,816.83
South,Consumer,Furniture,Chairs,2024-10,439.23
South,Consumer,Furniture,Chairs,2024-11,940.63
South,Consumer,Furniture,Chairs,2025-01,351.82
South,Consumer,Furniture,Chairs,2025-02,190.08
South,Consumer,Furniture,Chairs,2025-05,2892.21
South,Consumer,Furniture,Chairs,2025-06,1120.87
South,Consumer,Furniture,Chairs,2025-07,635.77
South,Consumer,Furniture,Chairs,2025-08,1386.16
South,Consumer,Furniture,Chairs,2025-09,115.92
South,Consumer,Furniture,Chairs,2025-11,646.6
South,Consumer,Furniture,Chairs,2025-12,4280.14
South,Consumer,Furniture,Furnishings,2022-01,65.81
South,Consumer,Furniture,Furnishings,2022-03,76.27
South,Consumer,Furniture,Furnishings,2022-04,9.8
South,Consumer,Furniture,Furnishings,2022-06,134.81
South,Consumer,Furniture,Furnishings,2022-07,150.0
South,Consumer,Furniture,Furnishings,2022-09,535.1
South,Consumer,Furniture,Furnishings,2022-10,15.8
South,Consumer,Furniture,Furnishings,2022-11,514.59
South,Consumer,Furniture,Furnishings,2022-12,35.23
South,Consumer,Furniture,Furnishings,2023-04,1637.47
South,Consumer,Furniture,Furnishings,2023-05,166.9
South,Consumer,Furniture,Furnishings,2023-06,95.87
South,Consumer,Furniture,Furnishings,2023-08,49.46
South,Consumer,Furniture,Furnishings,2023-09,156.23
South,Consumer,Furniture,Furnishings,2023-10,61.9
South,Consumer,Furniture,Furnishings,2023-11,687.96
South,Consumer,Furniture,Furnishings,2023-12,463.29
South,Consumer,Furniture,Furnishings,2024-01,309.93
South,Consumer,Furniture,Furnishings,2024-02,337.55
South,Consumer,Furniture,Furnishings,2024-03,92.39
South,Consumer,Furniture,Furnishings,2024-05,57.01
South,Consumer,Furniture,Furnishings,2024-07,256.34
South,Consumer,Furniture,Furnishings,2024-08,180.83
South,Consumer,Furniture,Furnishings,2024-09,49.73
South,Consumer,Furniture,Furnishings,2024-10,384.43
South,Consumer,Furniture,Furnishings,2024-11,1110.72
South,Consumer,Furniture,Furnishings,2024-12,2055.48
South,Consumer,Furniture,Furnishings,2025-01,57.13
South,Consumer,Furniture,Furnishings,2025-05,8.23
South,Consumer,Furniture,Furnishings,2025-06,18.42
South,Consumer,Furniture,Furnishings,2025-07,165.27
South,Consumer,Furniture,Furnishings,2025-08,43.58
South,Consumer,Furniture,Furnishings,2025-09,52.05
South,Consumer,Furniture,Furnishings,2025-10,141.11
South,Consumer,Furniture,Furnishings,2025-11,1988.19
South,Consumer,Furniture,Furnishings,2025-12,251.36
South,Consumer,Furniture,Tables,2022-02,1032.08
South,Consumer,Furniture,Tables,2022-06,1518.64
South,Consumer,Furniture,Tables,2022-08,165.37
South,Consumer,Furniture,Tables,2022-11,1196.68
South,Consumer,Furniture,Tables,2023-01,3750.64
South,Consumer,Furniture,Tables,2023-04,178.8
South,Consumer,Furniture,Tables,2023-09,1062.27
South,Consumer,Furniture,Tables,2023-10,933.06
South,Consumer,Furniture,Tables,2023-11,895.46
South,Consumer,Furniture,Tables,2024-03,192.87
South,Consumer,Furniture,Tables,2024-04,373.14
South,Consumer,Furniture,Tables,2024-05,360.86
South,Consumer,Furniture,Tables,2024-07,2129.9
South,Consumer,Furniture,Tables,2024-09,2420.24
South,Consumer,Furniture,Tables,2024-11,1496.59
South,Consumer,Furniture,Tables,2024-12,1376.18
South,Consumer,Furniture,Tables,2025-03,259.66
South,Consumer,Furniture,Tables,2025-05,1015.72
South,Consumer,Furniture,Tables,2025-10,2195.69
South,Consumer,Furniture,Tables,2025-11,2181.37
South,Consumer,Furniture,Tables,2025-12,1224.64
South,Consumer,Office Supplies,Appliances,2022-04,168.72
South,Consumer,Office Supplies,Appliances,2022-08,153.95
South,Consumer,Office Supplies,Appliances,2022-09,79.61
South,Consumer,Office Supplies,Appliances,2022-11,391.41
South,Consumer,Office Supplies,Appliances,2022-12,48.01
South,Consumer,Office Supplies,Appliances,2023-01,147.37
South,Consumer,Office Supplies,Appliances,2023-03,915.6
South,Consumer,Office Supplies,Appliances,2023-08,500.45
South,Consumer,Office Supplies,Appliances,2023-10,195.02
South,Consumer,Office Supplies,Appliances,2023-11,776.33
South,Consumer,Office Supplies,Appliances,2023-12,507.21
South,Consumer,Office Supplies,Appliances,2024-01,66.37
South,Consumer,Office Supplies,Appliances,2024-03,760.36
South,Consumer,Office Supplies,Appliances,2024-04,227.58
South,Consumer,Office Supplies,Appliances,2024-08,580.67
South,Consumer,Office Supplies,Appliances,2024-09,406.0
South,Consumer,Office Supplies,Appliances,2024-12,38.55
South,Consumer,Office Supplies,Appliances,2025-03,70.9
South,Consumer,Office Supplies,Appliances,2025-04,30.23
South,Consumer,Office Supplies,Appliances,2025-06,231.01
South,Consumer,Office Supplies,Appliances,2025-07,30.85
South,Consumer,Office Supplies,Appliances,2025-08,394.7
South,Consumer,Office Supplies,Appliances,2025-09,361.52
South,Consumer,Office Supplies,Appliances,2025-10,18.85
South,Consumer,Office Supplies,Appliances,2025-11,637.08
South,Consumer,Office Supplies,Appliances,2025-12,745.15
South,Consumer,Office Supplies,Art,2022-01,29.32
South,Consumer,Office Supplies,Art,2022-03,42.0
South,Consumer,Office Supplies,Art,2022-04,171.67
South,Consumer,Office Supplies,Art,2022-05,7.39
South,Consumer,Office Supplies,Art,2022-06,28.58
South,Consumer,Office Supplies,Art,2022-11,22.14
South,Consumer,Office Supplies,Art,2022-12,47.51
South,Consumer,Office Supplies,Art,2023-01,40.8
South,Consumer,Office Supplies,Art,2023-03,18.1
South,Consumer,Office Supplies,Art,2023-04,2.7
South,Consumer,Office Supplies,Art,2023-05,10.16
South,Consumer,Office Supplies,Art,2023-06,60.98
South,Consumer,Office Supplies,Art,2023-07,4.66
South,Consumer,Office Supplies,Art,2023-10,58.25
South,Consumer,Office Supplies,Art,2023-11,362.01
South,Consumer,Office Supplies,Art,2023-12,58.41
South,Consumer,Office Supplies,Art,2024-01,44.85
South,Consumer,Office Supplies,Art,2024-02,245.54
South,Consumer,Office Supplies,Art,2024-04,11.55
South,Consumer,Office Supplies,Art,2024-05,245.55
South,Consumer,Office Supplies,Art,2024-06,35.24
South,Consumer,Office Supplies,Art,2024-07,84.63
South,Consumer,Office Supplies,Art,2024-09,111.78
South,Consumer,Office Supplies,Art,2024-10,36.83
South,Consumer,Office Supplies,Art,2024-11,92.01
South,Consumer,Office Supplies,Art,2024-12,97.5
South,Consumer,Office Supplies,Art,2025-04,25.34
South,Consumer,Office Supplies,Art,2025-05,59.79
South,Consumer,Office Supplies,Art,2025-06,179.53
South,Consumer,Office Supplies,Art,2025-07,125.16
South,Consumer,Office Supplies,Art,2025-08,9.07
South,Consumer,Office Supplies,Art,2025-09,103.72
South,Consumer,Office Supplies,Art,2025-10,20.34
South,Consumer,Office Supplies,Art,2025-11,158.99
South,Consumer,Office Supplies,Art,2025-12,195.78
South,Consumer,Office Supplies,Binders,2022-02,30.85
South,Consumer,Office Supplies,Binders,2022-03,104.45
South,Consumer,Office Supplies,Binders,2022-04,76.54
South,Consumer,Office Supplies,Binders,2022-06,1.27
South,Consumer,Office Supplies,Binders,2022-07,14.66
South,Consumer,Office Supplies,Binders,2022-08,536.7
South,Consumer,Office Supplies,Binders,2022-09,1731.72
South,Consumer,Office Supplies,Binders,2022-11,18.25
South,Consumer,Office Supplies,Binders,2022-12,170.36
South,Consumer,Office Supplies,Binders,2023-03,5871.4
South,Consumer,Office Supplies,Binders,2023-04,32.37
South,Consumer,Office Supplies,Binders,2023-05,54.06
South,Consumer,Office Supplies,Binders,2023-06,371.55
South,Consumer,Office Supplies,Binders,2023-08,5.36
South,Consumer,Office Supplies,Binders,2023-09,1419.78
South,Consumer,Office Supplies,Binders,2023-10,15.7
South,Consumer,Office Supplies,Binders,2023-11,225.25
South,Consumer,Office Supplies,Binders,2023-12,2466.12
South,Consumer,Office Supplies,Binders,2024-01,31.16
South,Consumer,Office Supplies,Binders,2024-02,51.58
South,Consumer,Office Supplies,Binders,2024-05,56.95
South,Consumer,Office Supplies,Binders,2024-06,117.39
South,Consumer,Office Supplies,Binders,2024-07,248.71
South,Consumer,Office Supplies,Binders,2024-08,29.71
South,Consumer,Office Supplies,Binders,2024-09,353.11
South,Consumer,Office Supplies,Binders,2024-10,89.54
South,Consumer,Office Supplies,Binders,2024-11,9.47
South,Consumer,Office Supplies,Binders,2025-01,10.75
South,Consumer,Office Supplies,Binders,2025-02,3.68
South,Consumer,Office Supplies,Binders,2025-03,49.8
South,Consumer,Office Supplies,Binders,2025-04,16.09
South,Consumer,Office Supplies,Binders,2025-05,78.1
South,Consumer,Office Supplies,Binders,2025-06,9.93
South,Consumer,Office Supplies,Binders,2025-07,16.54
South,Consumer,Office Supplies,Binders,2025-08,1703.96
South,Consumer,Office Supplies,Binders,2025-09,2775.82
South,Consumer,Office Supplies,Binders,2025-10,314.35
South,Consumer,Office Supplies,Binders,2025-11,48.06
South,Consumer,Office Supplies,Binders,2025-12,122.8
South,Consumer,Office Supplies,Envelopes,2022-01,23.01
South,Consumer,Office Supplies,Envelopes,2022-07,50.37
South,Consumer,Office Supplies,Envelopes,2022-08,26.1
South,Consumer,Office Supplies,Envelopes,2022-12,27.89
South,Consumer,Office Supplies,Envelopes,2023-02,74.71
South,Consumer,Office Supplies,Envelopes,2023-03,7.19
South,Consumer,Office Supplies,Envelopes,2023-09,178.22
South,Consumer,Office Supplies,Envelopes,2023-10,11.69
South,Consumer,Office Supplies,Envelopes,2023-12,151.67
South,Consumer,Office Supplies,Envelopes,2024-04,79.56
South,Consumer,Office Supplies,Envelopes,2024-09,136.01
South,Consumer,Office Supplies,Envelopes,2024-10,34.52
South,Consumer,Office Supplies,Envelopes,2025-01,39.39
South,Consumer,Office Supplies,Envelopes,2025-05,48.89
South,Consumer,Office Supplies,Envelopes,2025-06,42.41
South,Consumer,Office Supplies,Envelopes,2025-08,15.76
South,Consumer,Office Supplies,Envelopes,2025-09,24.46
South,Consumer,Office Supplies,Envelopes,2025-10,289.19
South,Consumer,Office Supplies,Envelopes,2025-12,9.56
South,Consumer,Office Supplies,Fasteners,2022-04,7.59
South,Consumer,Office Supplies,Fasteners,2022-07,13.25
South,Consumer,Office Supplies,Fasteners,2022-09,50.53
South,Consumer,Office Supplies,Fasteners,2022-10,13.46
South,Consumer,Office Supplies,Fasteners,2023-03,29.2
South,Consumer,Office Supplies,Fasteners,2023-11,59.2
South,Consumer,Office Supplies,Fasteners,2024-11,37.57
South,Consumer,Office Supplies,Fasteners,2025-01,5.53
South,Consumer,Office Supplies,Fasteners,2025-08,22.85
South,Consumer,Office Supplies,Fasteners,2025-09,15.82
South,Consumer,Office Supplies,Fasteners,2025-10,12.6
South,Consumer,Office Supplies,Fasteners,2025-11,31.08
South,Consumer,Office Supplies,Labels,2022-03,62.36
South,Consumer,Office Supplies,Labels,2022-07,193.29
South,Consumer,Office Supplies,Labels,2022-09,4.7
South,Consumer,Office Supplies,Labels,2023-03,472.3
South,Consumer,Office Supplies,Labels,2023-07,261.63
South,Consumer,Office Supplies,Labels,2023-08,7.7
South,Consumer,Office Supplies,Labels,2023-12,254.16
South,Consumer,Office Supplies,Labels,2024-02,6.66
South,Consumer,Office Supplies,Labels,2024-05,20.75
South,Consumer,Office Supplies,Labels,2024-07,5.49
South,Consumer,Office Supplies,Labels,2024-08,98.94
South,Consumer,Office Supplies,Labels,2024-09,46.12
South,Consumer,Office Supplies,Labels,2024-12,2.83
South,Consumer,Office Supplies,Labels,2025-03,7.31
South,Consumer,Office Supplies,Labels,2025-04,29.56
South,Consumer,Office Supplies,Labels,2025-05,129.67
South,Consumer,Office Supplies,Labels,2025-09,248.01
South,Consumer,Office Supplies,Labels,2025-10,12.35
South,Consumer,Office Supplies,Labels,2025-11,5.94
South,Consumer,Office Supplies,Labels,2025-12,6.24
South,Consumer,Office Supplies,Paper,2022-03,127.32
South,Consumer,Office Supplies,Paper,2022-04,109.0
South,Consumer,Office Supplies,Paper,2022-05,34.99
South,Consumer,Office Supplies,Paper,2022-06,406.54
South,Consumer,Office Supplies,Paper,2022-07,39.16
South,Consumer,Office Supplies,Paper,2022-08,109.93
South,Consumer,Office Supplies,Paper,2022-09,23.16
South,Consumer,Office Supplies,Paper,2022-11,294.23
South,Consumer,Office Supplies,Paper,2022-12,314.02
South,Consumer,Office Supplies,Paper,2023-01,132.33
South,Consumer,Office Supplies,Paper,2023-03,266.26
South,Consumer,Office Supplies,Paper,2023-04,51.34
South,Consumer,Office Supplies,Paper,2023-05,50.33
South,Consumer,Office Supplies,Paper,2023-06,30.74
South,Consumer,Office Supplies,Paper,2023-07,25.78
South,Consumer,Office Supplies,Paper,2023-08,271.82
South,Consumer,Office Supplies,Paper,2023-09,544.73
South,Consumer,Office Supplies,Paper,2023-11,144.96
South,Consumer,Office Supplies,Paper,2023-12,44.83
South,Consumer,Office Supplies,Paper,2024-01,79.57
South,Consumer,Office Supplies,Paper,2024-02,14.41
South,Consumer,Office Supplies,Paper,2024-04,144.77
South,Consumer,Office Supplies,Paper,2024-05,203.28
South,Consumer,Office Supplies,Paper,2024-06,161.11
South,Consumer,Office Supplies,Paper,2024-07,377.57
South,Consumer,Office Supplies,Paper,2024-08,60.45
South,Consumer,Office Supplies,Paper,2024-09,340.23
South,Consumer,Office Supplies,Paper,2024-10,199.49
South,Consumer,Office Supplies,Paper,2024-11,6.65
South,Consumer,Office Supplies,Paper,2024-12,330.03
South,Consumer,Office Supplies,Paper,2025-01,33.13
South,Consumer,Office Supplies,Paper,2025-02,101.41
South,Consumer,Office Supplies,Paper,2025-03,16.35
South,Consumer,Office Supplies,Paper,2025-04,239.96
South,Consumer,Office Supplies,Paper,2025-05,526.38
South,Consumer,Office Supplies,Paper,2025-06,132.32
South,Consumer,Office Supplies,Paper,2025-08,499.24
South,Consumer,Office Supplies,Paper,2025-09,736.05
South,Consumer,Office Supplies,Paper,2025-10,161.55
South,Consumer,Office Supplies,Paper,2025-11,478.68
South,Consumer,Office Supplies,Paper,2025-12,33.43
South,Consumer,Office Supplies,Storage,2022-03,536.94
South,Consumer,Office Supplies,Storage,2022-04,887.43
South,Consumer,Office Supplies,Storage,2022-06,819.53
South,Consumer,Office Supplies,Storage,2022-09,73.27
South,Consumer,Office Supplies,Storage,2022-11,34.09
South,Consumer,Office Supplies,Storage,2022-12,630.6
South,Consumer,Office Supplies,Storage,2023-03,211.98
South,Consumer,Office Supplies,Storage,2023-04,68.21
South,Consumer,Office Supplies,Storage,2023-06,450.54
South,Consumer,Office Supplies,Storage,2023-09,1572.73
South,Consumer,Office Supplies,Storage,2023-10,2167.72
South,Consumer,Office Supplies,Storage,2023-11,128.99
South,Consumer,Office Supplies,Storage,2024-02,1241.06
South,Consumer,Office Supplies,Storage,2024-03,60.19
South,Consumer,Office Supplies,Storage,2024-04,87.75
South,Consumer,Office Supplies,Storage,2024-06,207.26
South,Consumer,Office Supplies,Storage,2024-07,774.26
South,Consumer,Office Supplies,Storage,2024-09,1288.29
South,Consumer,Office Supplies,Storage,2024-10,520.45
South,Consumer,Office Supplies,Storage,2024-11,83.21
South,Consumer,Office Supplies,Storage,2024-12,908.07
South,Consumer,Office Supplies,Storage,2025-03,307.63
South,Consumer,Office Supplies,Storage,2025-04,673.13
South,Consumer,Office Supplies,Storage,2025-05,660.44
South,Consumer,Office Supplies,Storage,2025-06,4.9
South,Consumer,Office Supplies,Storage,2025-08,59.01
South,Consumer,Office Supplies,Storage,2025-09,708.48
South,Consumer,Office Supplies,Storage,2025-10,487.56
South,Consumer,Office Supplies,Storage,2025-11,1402.5
South,Consumer,Office Supplies,Storage,2025-12,1092.84
South,Consumer,Office Supplies,Supplies,2022-05,31.93
South,Consumer,Office Supplies,Supplies,2022-06,3.61
South,Consumer,Office Supplies,Supplies,2022-08,7.56
South,Consumer,Office Supplies,Supplies,2022-12,8.38
South,Consumer,Office Supplies,Supplies,2023-01,82.08
South,Consumer,Office Supplies,Supplies,2024-09,5.66
South,Consumer,Office Supplies,Supplies,2024-10,12.67
South,Consumer,Office Supplies,Supplies,2024-11,58.08
South,Consumer,Office Supplies,Supplies,2025-05,3.67
South,Consumer,Office Supplies,Supplies,2025-07,228.12
South,Consumer,Office Supplies,Supplies,2025-09,9.61
South,Consumer,Office Supplies,Supplies,2025-11,3.41
South,Consumer,Office Supplies,Supplies,2025-12,1820.81
South,Consumer,Technology,Accessories,2022-01,127.05
South,Consumer,Technology,Accessories,2022-02,208.66
South,Consumer,Technology,Accessories,2022-04,716.47
South,Consumer,Technology,Accessories,2022-06,208.45
South,Consumer,Technology,Accessories,2022-07,517.21
South,Consumer,Technology,Accessories,2022-08,368.9
South,Consumer,Technology,Accessories,2022-09,55.34
South,Consumer,Technology,Accessories,2022-10,28.23
South,Consumer,Technology,Accessories,2022-12,400.85
South,Consumer,Technology,Accessories,2023-02,30.09
South,Consumer,Technology,Accessories,2023-03,403.94
South,Consumer,Technology,Accessories,2023-04,118.76
South,Consumer,Technology,Accessories,2023-06,161.66
South,Consumer,Technology,Accessories,2023-08,343.42
South,Consumer,Technology,Accessories,2023-09,850.34
South,Consumer,Technology,Accessories,2023-11,234.88
South,Consumer,Technology,Accessories,2023-12,176.94
South,Consumer,Technology,Accessories,2024-02,88.81
South,Consumer,Technology,Accessories,2024-03,119.49
South,Consumer,Technology,Accessories,2024-04,31.65
South,Consumer,Technology,Accessories,2024-06,590.7
South,Consumer,Technology,Accessories,2024-07,32.22
South,Consumer,Technology,Accessories,2024-08,65.47
South,Consumer,Technology,Accessories,2024-09,1738.54
South,Consumer,Technology,Accessories,2024-10,27.63
South,Consumer,Technology,Accessories,2024-11,770.66
South,Consumer,Technology,Accessories,2024-12,1095.67
South,Consumer,Technology,Accessories,2025-05,93.64
South,Consumer,Technology,Accessories,2025-06,369.3
South,Consumer,Technology,Accessories,2025-07,25.36
South,Consumer,Technology,Accessories,2025-08,669.41
South,Consumer,Technology,Accessories,2025-09,366.38
South,Consumer,Technology,Accessories,2025-11,1521.04
South,Consumer,Technology,Accessories,2025-12,420.48
South,Consumer,Technology,Copiers,2022-05,508.86
South,Consumer,Technology,Copiers,2024-09,1791.88
South,Consumer,Technology,Copiers,2025-11,1038.49
South,Consumer,Technology,Copiers,2025-12,1749.31
South,Consumer,Technology,Machines,2022-09,4745.06
South,Consumer,Technology,Machines,2023-08,3029.9
South,Consumer,Technology,Machines,2023-11,34.25
South,Consumer,Technology,Machines,2024-02,6947.36
South,Consumer,Technology,Machines,2024-06,701.99
South,Consumer,Technology,Machines,2024-09,470.5
South,Consumer,Technology,Machines,2025-12,1434.57
South,Consumer,Technology,Phones,2022-01,666.85
South,Consumer,Technology,Phones,2022-02,152.16
South,Consumer,Technology,Phones,2022-04,1299.31
South,Consumer,Technology,Phones,2022-05,1061.56
South,Consumer,Technology,Phones,2022-06,1552.82
South,Consumer,Technology,Phones,2022-12,106.39
South,Consumer,Technology,Phones,2023-04,1026.11
South,Consumer,Technology,Phones,2023-06,584.81
South,Consumer,Technology,Phones,2023-07,29.66
South,Consumer,Technology,Phones,2023-08,601.48
South,Consumer,Technology,Phones,2023-09,2611.6
South,Consumer,Technology,Phones,2023-10,159.06
South,Consumer,Technology,Phones,2023-11,463.98
South,Consumer,Technology,Phones,2023-12,444.04
South,Consumer,Technology,Phones,2024-01,112.43
South,Consumer,Technology,Phones,2024-03,1180.73
South,Consumer,Technology,Phones,2024-04,31.58
South,Consumer,Technology,Phones,2024-05,2327.34
South,Consumer,Technology,Phones,2024-06,138.41
South,Consumer,Technology,Phones,2024-07,870.03
South,Consumer,Technology,Phones,2024-08,813.67
South,Consumer,Technology,Phones,2024-09,129.96
South,Consumer,Technology,Phones,2024-11,255.71
South,Consumer,Technology,Phones,2024-12,2201.15
South,Consumer,Technology,Phones,2025-01,3020.66
South,Consumer,Technology,Phones,2025-02,24.7
South,Consumer,Technology,Phones,2025-03,203.83
South,Consumer,Technology,Phones,2025-04,729.31
South,Consumer,Technology,Phones,2025-05,1069.63
South,Consumer,Technology,Phones,2025-06,1239.69
South,Consumer,Technology,Phones,2025-07,535.06
South,Consumer,Technology,Phones,2025-08,5031.35
South,Consumer,Technology,Phones,2025-10,863.44
South,Consumer,Technology,Phones,2025-11,202.95
South,Corporate,Furniture,Bookcases,2023-07,214.89
South,Corporate,Furniture,Bookcases,2023-12,143.12
South,Corporate,Furniture,Bookcases,2024-11,302.7
South,Corporate,Furniture,Bookcases,2025-04,183.39
South,Corporate,Furniture,Bookcases,2025-05,338.29
South,Corporate,Furniture,Chairs,2022-04,534.18
South,Corporate,Furniture,Chairs,2022-06,197.67
South,Corporate,Furniture,Chairs,2022-08,502.04
South,Corporate,Furniture,Chairs,2022-10,1254.7
South,Corporate,Furniture,Chairs,2022-12,1271.37
South,Corporate,Furniture,Chairs,2023-06,1854.98
South,Corporate,Furniture,Chairs,2023-10,462.44
South,Corporate,Furniture,Chairs,2023-11,978.99
South,Corporate,Furniture,Chairs,2023-12,115.54
South,Corporate,Furniture,Chairs,2024-05,438.48
South,Corporate,Furniture,Chairs,2024-07,155.25
South,Corporate,Furniture,Chairs,2024-09,1365.05
South,Corporate,Furniture,Chairs,2024-11,451.44
South,Corporate,Furniture,Chairs,2025-04,234.33
South,Corporate,Furniture,Chairs,2025-05,531.3
South,Corporate,Furniture,Chairs,2025-06,285.83
South,Corporate,Furniture,Chairs,2025-11,1835.34
South,Corporate,Furniture,Chairs,2025-12,81.46
South,Corporate,Furniture,Furnishings,2022-01,44.25
South,Corporate,Furniture,Furnishings,2022-03,23.35
South,Corporate,Furniture,Furnishings,2022-04,193.93
South,Corporate,Furniture,Furnishings,2022-05,295.89
South,Corporate,Furniture,Furnishings,2022-07,207.19
South,Corporate,Furniture,Furnishings,2022-08,64.5
South,Corporate,Furniture,Furnishings,2022-10,170.22
South,Corporate,Furniture,Furnishings,2022-11,469.46
South,Corporate,Furniture,Furnishings,2023-01,173.41
South,Corporate,Furniture,Furnishings,2023-03,39.06
South,Corporate,Furniture,Furnishings,2023-04,647.05
South,Corporate,Furniture,Furnishings,2023-05,62.47
South,Corporate,Furniture,Furnishings,2023-06,272.95
South,Corporate,Furniture,Furnishings,2023-07,179.88
South,Corporate,Furniture,Furnishings,2023-09,103.91
South,Corporate,Furniture,Furnishings,2023-11,770.4
South,Corporate,Furniture,Furnishings,2023-12,107.2
South,Corporate,Furniture,Furnishings,2024-02,120.4
South,Corporate,Furniture,Furnishings,2024-03,135.19
South,Corporate,Furniture,Furnishings,2024-04,78.03
South,Corporate,Furniture,Furnishings,2024-05,27.46
South,Corporate,Furniture,Furnishings,2024-09,16.72
South,Corporate,Furniture,Furnishings,2024-10,13.64
South,Corporate,Furniture,Furnishings,2024-11,89.08
South,Corporate,Furniture,Furnishings,2025-04,216.72
South,Corporate,Furniture,Furnishings,2025-06,123.88
South,Corporate,Furniture,Furnishings,2025-09,19.49
South,Corporate,Furniture,Furnishings,2025-10,12.54
South,Corporate,Furniture,Furnishings,2025-11,17.59
South,Corporate,Furniture,Furnishings,2025-12,17.29
South,Corporate,Furniture,Tables,2022-04,1162.99
South,Corporate,Furniture,Tables,2022-08,1105.86
South,Corporate,Furniture,Tables,2022-10,894.52
South,Corporate,Furniture,Tables,2023-07,376.46
South,Corporate,Furniture,Tables,2024-05,2597.96
South,Corporate,Furniture,Tables,2024-08,516.09
South,Corporate,Furniture,Tables,2024-09,429.09
South,Corporate,Furniture,Tables,2024-11,1880.34
South,Corporate,Furniture,Tables,2024-12,106.73
South,Corporate,Furniture,Tables,2025-06,124.08
South,Corporate,Furniture,Tables,2025-07,826.2
South,Corporate,Furniture,Tables,2025-10,1987.45
South,Corporate,Furniture,Tables,2025-11,649.4
South,Corporate,Furniture,Tables,2025-12,956.51
South,Corporate,Office Supplies,Appliances,2022-03,161.15
South,Corporate,Office Supplies,Appliances,2022-08,59.96
South,Corporate,Office Supplies,Appliances,2022-09,197.16
South,Corporate,Office Supplies,Appliances,2022-11,929.11
South,Corporate,Office Supplies,Appliances,2023-03,7.61
South,Corporate,Office Supplies,Appliances,2023-11,1034.16
South,Corporate,Office Supplies,Appliances,2024-06,211.96
South,Corporate,Office Supplies,Appliances,2024-07,24.08
South,Corporate,Office Supplies,Appliances,2024-10,49.77
South,Corporate,Office Supplies,Appliances,2024-12,2537.12
South,Corporate,Office Supplies,Appliances,2025-02,1135.96
South,Corporate,Office Supplies,Appliances,2025-03,1047.26
South,Corporate,Office Supplies,Appliances,2025-04,19.21
South,Corporate,Office Supplies,Appliances,2025-05,269.9
South,Corporate,Office Supplies,Appliances,2025-06,81.73
South,Corporate,Office Supplies,Appliances,2025-07,244.9
South,Corporate,Office Supplies,Appliances,2025-09,979.42
South,Corporate,Office Supplies,Appliances,2025-11,1905.42
South,Corporate,Office Supplies,Art,2022-01,12.08
South,Corporate,Office Supplies,Art,2022-03,8.63
South,Corporate,Office Supplies,Art,2022-04,89.84
South,Corporate,Office Supplies,Art,2022-07,4.62
South,Corporate,Office Supplies,Art,2022-09,2.74
South,Corporate,Office Supplies,Art,2022-10,3.15
South,Corporate,Office Supplies,Art,2022-11,50.04
South,Corporate,Office Supplies,Art,2023-03,18.44
South,Corporate,Office Supplies,Art,2023-05,195.71
South,Corporate,Office Supplies,Art,2023-06,117.0
South,Corporate,Office Supplies,Art,2023-08,121.66
